State,Primary NAICS,NatureTitle,EventTitle,SourceTitle,Hospitalized,Amputation,Inspection,anomaly_flag,anomaly_score,combo_count,combo_rarity_index,review_hints
TEXAS,454390,"Cuts, lacerations","Contact with objects and equipment, n.e.c.","Broken glass, glass chips, or fibers",1.0,0.0,,0,-0.024493,1,1.0,rare_combo
TEXAS,311611,Hernias due to traumatic incidents,"Overexertion in pushing, pulling, or turning-multiple episodes","Meat, poultry, seafood",1.0,0.0,1087712.0,0,-0.015118,2,0.5,rare_combo
TEXAS,237310,"Traumatic injuries and disorders, unspecified",Roadway collision-moving and standing vehicle on side of roadway,"Highway vehicle, motorized, unspecified",2.0,0.0,,0,-0.015109,3,0.333333,rare_combo
WISCONSIN,311513,Fractures,"Explosion, n.e.c.","Barrels, drums-except pressurized",1.0,0.0,1081834.0,0,-0.020104,3,0.333333,rare_combo
OHIO,311412,"Fractures and other injuries, n.e.c.","Moving in opposite directions, oncoming, nonroadway","Forklift, order picker, platform truck-powered",1.0,0.0,1083240.0,0,-0.013118,1,1.0,rare_combo
OHIO,236220,Fractures,Other fall to lower level less than 6 feet,"Ladders, unspecified",1.0,0.0,1083343.0,0,-0.015871,5,0.2,none
OHIO,493110,"Electrocutions, electric shocks","Exposure to electricity, unspecified",Vending machines,1.0,0.0,,0,-0.01698,1,1.0,rare_combo
OHIO,237120,"Soreness, pain, hurt-nonspecified injury",Part of occupants body caught between vehicle and other object in nonroadway transport incident,"Boom truck, bucket or basket hoist truck",1.0,0.0,1083017.0,0,-0.005,2,0.5,rare_combo
PENNSYLVANIA,561311,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,1081928.0,0,-0.021996,1,1.0,rare_combo
SOUTH DAKOTA,236220,"Heat (thermal) burns, unspecified",Ignition of clothing from controlled heat source,"Blouses, shirts, dresses, trousers, skirts",1.0,0.0,,0,-0.013199,1,1.0,rare_combo
ILLINOIS,541618,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.022696,1,1.0,rare_combo
ALABAMA,311710,Amputations,Struck against object or equipment while moving it,"Fish, shellfish",0.0,1.0,,0,-0.026996,2,0.5,rare_combo
MISSOURI,492110,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.017484,2,0.5,rare_combo
PENNSYLVANIA,622110,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.01206,28,0.035714,none
NEW YORK,424690,Second degree chemical burns and corrosions,"Exposure through intact skin, eyes, or other exposed tissue",Propane,1.0,0.0,,0,-0.010815,1,1.0,rare_combo
ARIZONA,924120,"Soreness, pain, hurt-nonspecified injury",Caught in running equipment or machinery during regular operation,"Winders, unwinders",1.0,0.0,,0,-0.016741,1,1.0,rare_combo
ALABAMA,484122,Amputations,Injured by slipping or swinging object held by other person,Wrenches-nonpowered,1.0,1.0,,0,-0.019402,1,1.0,rare_combo
FLORIDA,221122,"Electrical burns, unspecified","Direct exposure to electricity, greater than 220 volts","Power lines, transformers, convertors",1.0,0.0,1081542.0,0,-0.008115,1,1.0,rare_combo
PENNSYLVANIA,561730,"Traumatic injuries and disorders, unspecified",Fall from collapsing structure or equipment more than 30 feet,Trees,1.0,0.0,1081603.0,0,-0.007336,3,0.333333,rare_combo
COLORADO,213111,Concussions,"Struck by falling object or equipment, n.e.c.","Metal pipes, tubing",1.0,0.0,,0,-0.01265,1,1.0,rare_combo
COLORADO,484230,"Intracranial injuries, unspecified","Fall or jump from vehicle in normal operation, nonroadway",Delivery truck or van,1.0,0.0,1081841.0,1,0.000959,1,1.0,rare_combo
GEORGIA,238110,Amputations,Struck by object or equipment dropped by injured worker,"Structural elements, n.e.c.",0.0,1.0,,0,-0.018529,3,0.333333,rare_combo
PENNSYLVANIA,331513,Amputations,Compressed or pinched by shifting objects or equipment,"Tools, instruments, and equipment, n.e.c.",0.0,1.0,,0,-0.017852,2,0.5,rare_combo
PENNSYLVANIA,221113,Amputations,Compressed or pinched by shifting objects or equipment,"Boxes, crates, cartons",0.0,1.0,1089368.0,0,-0.018123,1,1.0,rare_combo
PENNSYLVANIA,561710,Fractures,Fall from collapsing structure or equipment 6 to 10 feet,"Ladders, unspecified",1.0,0.0,,0,-0.011705,1,1.0,rare_combo
NEW YORK,491110,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020638,5,0.2,none
TENNESSEE,491110,Fractures,Climbing or stepping up or down-single episode,"Bodily motion or position of injured, ill worker",1.0,0.0,,0,-0.008947,10,0.1,none
DISTRICT OF COLUMBIA,238170,Fractures,"Other fall to lower level, unspecified","Girders, beams, structural steel",1.0,0.0,1085986.0,0,-0.024733,1,1.0,rare_combo
OHIO,238910,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.016696,1,1.0,rare_combo
MASSACHUSETTS,492110,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020204,2,0.5,rare_combo
TEXAS,492210,"Heat exhaustion, prostration",Exposure to environmental heat,Heat-environmental,1.0,0.0,1084871.0,0,-0.022264,1,1.0,rare_combo
MISSOURI,561720,Fractures,"Fall or jump from and struck by same vehicle in normal operation, nonroadway","Golf cart, personnel transport cart",1.0,0.0,1083151.0,0,-0.001047,2,0.5,rare_combo
FLORIDA,561730,"Heat exhaustion, prostration",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020753,1,1.0,rare_combo
MISSOURI,332312,Heat syncope,Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.018419,1,1.0,rare_combo
FLORIDA,721110,Amputations,Compressed or pinched by shifting objects or equipment,"Ceilings, walls, n.e.c.",0.0,1.0,,0,-0.021127,7,0.142857,none
COLORADO,921190,"Soreness, pain, hurt-nonspecified injury",Overexertion in lifting-single episode,"Rocks, crushed stone",1.0,0.0,,0,-0.015755,1,1.0,rare_combo
FLORIDA,541320,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020788,3,0.333333,rare_combo
MISSISSIPPI,562998,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020201,1,1.0,rare_combo
GEORGIA,238210,"Heat exhaustion, prostration",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.017594,3,0.333333,rare_combo
CONNECTICUT,336611,"Asphyxiations, strangulations, suffocations",Fall or jump curtailed by personal fall arrest system ,"Lifelines, lanyards, safety belts, harnesses",1.0,0.0,,0,-0.014463,1,1.0,rare_combo
KANSAS,492110,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.018464,2,0.5,rare_combo
MISSISSIPPI,321113,"Soreness, pain, hurt-nonspecified injury","Struck by dislodged flying object, particle","Limbs, branches-unattached",1.0,0.0,,0,-0.009802,2,0.5,rare_combo
OKLAHOMA,491110,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.018852,3,0.333333,rare_combo
NEW JERSEY,611310,Sprains,Climbing or stepping up or down-single episode,"Bodily motion or position of injured, ill worker",1.0,0.0,,0,-0.007386,1,1.0,rare_combo
NEW JERSEY,325411,"Bruises, contusions","Nonroadway collision with object other than vehicle, n.e.c.",Pallet jack-powered,1.0,0.0,,0,-0.003864,1,1.0,rare_combo
ARKANSAS,492110,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.015707,2,0.5,rare_combo
CONNECTICUT,316991,Amputations,Struck against moving part of machinery or equipment,Table saws,1.0,1.0,1081594.0,0,-0.016949,1,1.0,rare_combo
CALIFORNIA,491110,"Soreness, pain, hurt-nonspecified injury","Pedestrian struck by vehicle in roadway, unspecified","Garbage, recycling, or refuse truck",1.0,0.0,,0,-0.013777,8,0.125,none
ARKANSAS,326211,"Heat exhaustion, prostration",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.016432,1,1.0,rare_combo
COLORADO,327390,Fractures,"Caught in running equipment or machinery during maintenance, cleaning ","Agitators, mixers-earth, mineral",1.0,0.0,,0,-0.01363,3,0.333333,rare_combo
TEXAS,486110,"Soreness, pain, hurt-nonspecified injury","Running, without other incident-single episode","Bodily motion or position of injured, ill worker",1.0,0.0,,0,-0.007268,1,1.0,rare_combo
MASSACHUSETTS,238210,"Electrical burns, unspecified","Direct exposure to electricity, unspecified",Electrical wiring-building,1.0,0.0,1082123.0,0,-0.017155,4,0.25,none
MISSOURI,442110,Amputations,"Nonroadway collision with object other than vehicle, n.e.c.","Forklift, order picker, platform truck-powered",1.0,1.0,1083569.0,0,-0.008879,1,1.0,rare_combo
CONNECTICUT,336411,Fractures,Fall on same level due to slipping ,"Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.01602,2,0.5,rare_combo
MAINE,113310,Amputations,"Caught in running equipment or machinery, unspecified",Chippers,1.0,1.0,1082411.0,0,-0.022401,2,0.5,rare_combo
COLORADO,561310,"Soreness, pain, hurt-nonspecified injury",Caught in running equipment or machinery during regular operation,"Lathes, unspecified",1.0,0.0,1081914.0,0,-0.020274,1,1.0,rare_combo
COLORADO,561320,Fractures,"Other fall to lower level, unspecified",Manlifts,1.0,0.0,1081497.0,0,-0.016215,5,0.2,none
NORTH DAKOTA,238210,"Electrical burns, unspecified","Direct exposure to electricity, greater than 220 volts","Power lines, transformers, convertors",1.0,0.0,1084810.0,0,-0.007225,1,1.0,rare_combo
FLORIDA,238160,"Soreness, pain, hurt-nonspecified injury","Struck by falling object or equipment, unspecified","Building materials, unspecified",1.0,0.0,,0,-0.020065,23,0.043478,none
FLORIDA,445110,"Soreness, pain, hurt-nonspecified injury","Fall, slip, trip, unspecified ","Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.014356,3,0.333333,rare_combo
FLORIDA,221310,Gunshot wounds,Shooting by other person-intentional,"Co-worker or work associate, n.e.c.",2.0,0.0,,0,-0.021058,1,1.0,rare_combo
TEXAS,492210,Gunshot wounds,Shooting by other person-intentional,"Assailant, suspect, unspecified",1.0,0.0,,0,-0.023601,1,1.0,rare_combo
FLORIDA,238160,Fractures,Other fall to lower level 11 to 15 feet ,Roof surfaces other than roof edge,1.0,0.0,,0,-0.00706,39,0.025641,none
NEW JERSEY,515210,"Soreness, pain, hurt-nonspecified injury",Other fall to lower level less than 6 feet,Nonclassifiable,1.0,0.0,,0,-0.017396,2,0.5,rare_combo
MISSISSIPPI,325998,"Soreness, pain, hurt-nonspecified injury","Exposure through intact skin, eyes, or other exposed tissue","Sodium and potassium hydroxide, potassium carbonate",1.0,0.0,1082204.0,0,-0.015174,1,1.0,rare_combo
ALABAMA,423330,"Soreness, pain, hurt-nonspecified injury",Other fall to lower level 6 to 10 feet,Roof surfaces other than roof edge,1.0,0.0,,0,-0.013226,1,1.0,rare_combo
OHIO,445110,"Cuts, lacerations",Struck against moving part of machinery or equipment,Butchering machinery,1.0,0.0,1083198.0,0,-0.022378,2,0.5,rare_combo
PENNSYLVANIA,333999,Amputations,Caught in running equipment or machinery during regular operation,Brake presses,0.0,1.0,1082578.0,0,-0.015837,2,0.5,rare_combo
FLORIDA,561311,"Intracranial injuries, unspecified","Fall on same level, n.e.c. ","Floors, walkways, ground surfaces, unspecified",1.0,0.0,,0,-0.013656,1,1.0,rare_combo
PENNSYLVANIA,488991,Amputations,Caught in running equipment or machinery during regular operation,"Banding, baling, strapping machinery",1.0,1.0,1083776.0,0,-0.016185,3,0.333333,rare_combo
ALABAMA,561320,"Soreness, pain, hurt-nonspecified injury","Overexertion in pushing, pulling, or turning-single episode","Guardrails, road dividers",1.0,0.0,,0,-0.009669,1,1.0,rare_combo
ALABAMA,445120,Cerebral and other intracranial hemorrhages,"Hitting, kicking, beating, shoving",Robber,1.0,0.0,,0,-0.020092,1,1.0,rare_combo
ALABAMA,424420,"Soreness, pain, hurt-nonspecified injury",Struck or run over by rolling powered vehicle,Pallet jack-powered,1.0,0.0,1082301.0,0,-0.012126,1,1.0,rare_combo
PENNSYLVANIA,811111,Amputations,"Struck by falling object or equipment, n.e.c.","Tires, except bike",0.0,1.0,,0,-0.018134,3,0.333333,rare_combo
DELAWARE,561613,"Puncture wounds, except gunshot wounds","Pedestrian struck by vehicle in nonroadway area, unspecified","Truck-motorized freight hauling and utility, n.e.c",1.0,0.0,,1,0.000417,1,1.0,rare_combo
PENNSYLVANIA,321912,Fractures,Nonclassifiable,"Conveyors-powered, unspecified",1.0,0.0,,0,-0.024007,2,0.5,rare_combo
MISSISSIPPI,335311,Amputations,Caught in running equipment or machinery during regular operation,"Presses, except printing, unspecified",0.0,1.0,1082354.0,0,-0.013931,2,0.5,rare_combo
OHIO,221122,"Electrical burns, unspecified","Direct exposure to electricity, greater than 220 volts","Power lines, transformers, convertors",1.0,0.0,1083094.0,0,-0.006194,1,1.0,rare_combo
LOUISIANA,238910,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020154,1,1.0,rare_combo
ILLINOIS,444130,Fractures,"Struck by falling object or equipment, n.e.c.",Trenchers,1.0,0.0,,0,-0.020878,1,1.0,rare_combo
LOUISIANA,213112,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,Pressurized water-blast,1.0,0.0,,0,-0.01422,1,1.0,rare_combo
ILLINOIS,237130,"Electrocutions, electric shocks","Indirect exposure to electricity, greater than 220 volts","Power lines, transformers, convertors",2.0,0.0,1082538.0,0,-0.010278,1,1.0,rare_combo
TEXAS,339991,Amputations,Caught in running equipment or machinery during regular operation,Punch presses,0.0,1.0,1082110.0,0,-0.018688,4,0.25,none
OHIO,238220,Amputations,Caught in running equipment or machinery during regular operation,"Metal, woodworking, and special material machinery, n.e.c.",0.0,1.0,1083313.0,0,-0.011731,6,0.166667,none
TEXAS,213112,Fractures,Injured by slipping or swinging object held by injured worker,Impact wrenches-powered,1.0,0.0,,0,-0.01988,51,0.019608,none
WEST VIRGINIA,325920,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.021573,1,1.0,rare_combo
TEXAS,325188,"Other respiratory system symptoms-toxic, noxious, or allergenic effect",Inhalation of harmful substance-single episode,"Ammonia and ammonium compounds, n.e.c.",1.0,0.0,,0,-0.006324,1,1.0,rare_combo
COLORADO,453910,"Puncture wounds, except gunshot wounds","Other animal bites, nonvenomous","Cats, felines-domestic",1.0,0.0,,0,-0.01891,2,0.5,rare_combo
TEXAS,423310,"Puncture wounds, except gunshot wounds","Struck by dislodged flying object, particle","Wood, lumber, unspecified",1.0,0.0,,0,-0.01039,2,0.5,rare_combo
TEXAS,453310,Fractures,Pedestrian struck by forward-moving vehicle in nonroadway area,Pallet jack-powered,1.0,0.0,1082928.0,0,-0.005458,4,0.25,none
TEXAS,238210,"Electrical burns, unspecified","Direct exposure to electricity, greater than 220 volts","Power lines, transformers, convertors",1.0,0.0,1083182.0,0,-0.008476,9,0.111111,none
GEORGIA,238210,"Heat exhaustion, prostration",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.017594,3,0.333333,rare_combo
MAINE,321920,"Soreness, pain, hurt-nonspecified injury","Struck by dislodged flying object, particle","Wood, lumber, unspecified",1.0,0.0,1083236.0,0,-0.011995,1,1.0,rare_combo
TEXAS,481112,"Soreness, pain, hurt-nonspecified injury",Overexertion in lifting-single episode,"Packages, parcels",1.0,0.0,,0,-0.013202,1,1.0,rare_combo
COLORADO,236220,Fractures,Other fall to lower level 6 to 10 feet,"Ladders, unspecified",1.0,0.0,,0,-0.019119,10,0.1,none
WEST VIRGINIA,238290,Second degree heat (thermal) burns,Contact with hot objects or substances,"Steam, vapors-nonchemical",1.0,0.0,1083583.0,0,-0.009667,1,1.0,rare_combo
GEORGIA,332116,"Cuts, lacerations",Struck by object falling from vehicle or machinery-other than vehicle part,"Metal materials-nonstructural, unspecified",1.0,0.0,,0,-0.013135,1,1.0,rare_combo
GEORGIA,238160,Fractures,Other fall to lower level 11 to 15 feet ,"Roofs, unspecified",1.0,0.0,,0,-0.012254,3,0.333333,rare_combo
TEXAS,517210,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.022807,1,1.0,rare_combo
OKLAHOMA,333120,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Machinery, unspecified",0.0,1.0,,0,-0.016406,2,0.5,rare_combo
ILLINOIS,622110,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.01235,20,0.05,none
ILLINOIS,336399,Amputations,Caught in running equipment or machinery during regular operation,"Bending, crimping machines",1.0,1.0,1082357.0,0,-0.011831,3,0.333333,rare_combo
ILLINOIS,331511,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,"Molten or hot metals, slag",1.0,0.0,1082826.0,0,-0.015837,2,0.5,rare_combo
TEXAS,213112,Amputations,Injured by slipping or swinging object held by injured worker,"Striking and nailing handtools-nonpowered, n.e.c.",0.0,1.0,,0,-0.012736,55,0.018182,none
KANSAS,423830,"Soreness, pain, hurt-nonspecified injury",Struck or run over by rolling powered vehicle,"Tractor, unspecified",1.0,0.0,,0,-0.016168,1,1.0,rare_combo
WISCONSIN,622110,"Soreness, pain, hurt-nonspecified injury","Bending, crawling, reaching, twisting-single episode","Bodily motion or position of injured, ill worker",1.0,0.0,,0,-0.00046,6,0.166667,none
ILLINOIS,483211,"Soreness, pain, hurt-nonspecified injury",Pedestrian struck by vehicle backing up in nonroadway area,"Forklift, order picker, platform truck-powered",1.0,0.0,,0,-0.008765,1,1.0,rare_combo
MISSOURI,323113,Second degree heat (thermal) burns,Contact with hot objects or substances,"Sealing, stapling machinery",1.0,0.0,1082909.0,0,-0.012478,1,1.0,rare_combo
MISSOURI,238170,Fractures,"Fall from collapsing structure or equipment, unspecified","Scaffolds-staging, n.e.c.",2.0,0.0,1082002.0,0,-0.010642,1,1.0,rare_combo
ILLINOIS,327390,Amputations,Compressed or pinched by shifting objects or equipment,"Dies, molds, patterns",0.0,1.0,,0,-0.018234,1,1.0,rare_combo
NEW JERSEY,926130,"Effects of heat and light, n.e.c.",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.023534,1,1.0,rare_combo
KANSAS,311611,Fractures,Climbing or stepping up or down-single episode,"Bodily motion or position of injured, ill worker",1.0,0.0,,0,-0.00531,5,0.2,none
KANSAS,331511,Amputations,Caught in running equipment or machinery during regular operation,"Grinders, abraders",0.0,1.0,1082934.0,0,-0.012777,1,1.0,rare_combo
GEORGIA,238130,Amputations,Injured by slipping or swinging object held by other person,"Saws-powered, except chainsaws",1.0,1.0,,0,-0.010518,1,1.0,rare_combo
FLORIDA,561730,Internal injuries to organs and blood vessels of the trunk,Other fall to lower level 16 to 20 feet,"Ladders, unspecified",1.0,0.0,,0,-0.014662,1,1.0,rare_combo
TEXAS,326113,Amputations,Struck by object or equipment dropped by injured worker,"Tables, worktables",1.0,1.0,,0,-0.017279,8,0.125,none
NORTH DAKOTA,311412,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,Water,1.0,0.0,1085254.0,0,-0.01206,2,0.5,rare_combo
OKLAHOMA,444110,"Intracranial injuries, unspecified","Other fall to lower level, unspecified","Semi, tractor-trailer, tanker truck",1.0,0.0,,0,-0.004455,1,1.0,rare_combo
VIRGINIA,445299,Amputations,Part of occupants body caught between vehicle and other object in nonroadway transport incident,Pallet jack-powered,0.0,1.0,1085480.0,1,0.00121,2,0.5,rare_combo
ARKANSAS,311615,"Chemical burns and corrosions, unspecified","Exposure through intact skin, eyes, or other exposed tissue",Disinfectants,1.0,0.0,,0,-0.006533,1,1.0,rare_combo
PENNSYLVANIA,333414,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,"Steam, vapors-nonchemical",1.0,0.0,,0,-0.015578,1,1.0,rare_combo
MISSOURI,491110,"Heat exhaustion, prostration",Exposure to environmental heat,Heat-environmental,1.0,0.0,1082507.0,0,-0.018259,2,0.5,rare_combo
TEXAS,541612,"Soreness, pain, hurt-nonspecified injury","Nonroadway incident involving motorized land vehicle, unspecified",Nonclassifiable,1.0,0.0,,0,-0.016678,1,1.0,rare_combo
CALIFORNIA,491110,"Soreness, pain, hurt-nonspecified injury",Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.012895,8,0.125,none
TEXAS,445110,Amputations,Part of occupants body caught between vehicle and other object in nonroadway transport incident,Pallet jack-powered,0.0,1.0,,1,0.00061,35,0.028571,none
WISCONSIN,623312,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.017189,2,0.5,rare_combo
ILLINOIS,561790,"Soreness, pain, hurt-nonspecified injury","Fall on same level, n.e.c. ","Floor, n.e.c.",1.0,0.0,,0,-0.021964,1,1.0,rare_combo
TEXAS,721110,"Intracranial injuries, unspecified","Struck by falling object or equipment, unspecified","Doors, except garage and vehicle",1.0,0.0,,0,-0.013213,1,1.0,rare_combo
OREGON,924120,Fractures,"Struck against stationary object or equipment, n.e.c.",Co-worker,1.0,0.0,,0,-0.022021,4,0.25,none
FLORIDA,445110,Internal injuries to organs and blood vessels of the trunk,Overexertion in lifting-single episode,"Containers, n.e.c.",1.0,0.0,,0,-0.011797,1,1.0,rare_combo
GEORGIA,314110,"Soreness, pain, hurt-nonspecified injury","Fall on same level due to tripping, n.e.c.","Floor, n.e.c.",1.0,0.0,,0,-0.020407,2,0.5,rare_combo
TEXAS,622110,Fractures,"Hitting, kicking, beating, shoving",Patient ,1.0,0.0,,0,-0.015057,20,0.05,none
TEXAS,238290,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020155,1,1.0,rare_combo
PENNSYLVANIA,444130,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.013534,2,0.5,rare_combo
KANSAS,311991,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Food and beverage processing machinery-specialized, n.e.c.",0.0,1.0,1083457.0,0,-0.010813,2,0.5,rare_combo
ILLINOIS,811310,Amputations,"Struck against stationary object or equipment, n.e.c.","Vehicle and mobile equipment parts, n.e.c.",1.0,0.0,,0,-0.017905,4,0.25,none
GEORGIA,493110,Amputations,"Caught in or compressed by equipment or objects, unspecified","Forklift, order picker, platform truck-powered",1.0,1.0,,0,-0.016769,9,0.111111,none
TEXAS,332811,"Soreness, pain, hurt-nonspecified injury","Struck by falling object or equipment, n.e.c.","Metal pipes, tubing",1.0,0.0,,0,-0.016573,1,1.0,rare_combo
GEORGIA,112320,Amputations,"Caught in running equipment or machinery, unspecified","Special process machinery, unspecified",1.0,1.0,,0,-0.01637,2,0.5,rare_combo
TEXAS,325998,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.022807,1,1.0,rare_combo
ALABAMA,561730,Amputations,Struck by or caught in swinging door or gate,Gates,0.0,1.0,,0,-0.014719,2,0.5,rare_combo
MISSOURI,621991,"Traumatic injuries and disorders, unspecified",Other fall to lower level 6 to 10 feet,"Roofs, unspecified",1.0,0.0,1085268.0,0,-0.01698,1,1.0,rare_combo
TEXAS,236220,Fractures,"Struck by falling object or equipment, n.e.c.","Vehicle and mobile equipment parts, n.e.c.",1.0,0.0,1083078.0,0,-0.019064,16,0.0625,none
TEXAS,423930,Fractures,"Caught in running equipment or machinery during maintenance, cleaning ","Banding, baling, strapping machinery",1.0,0.0,,0,-0.01341,8,0.125,none
OHIO,332116,Fractures,Fall on same level due to tripping over an object ,"Floor, n.e.c.",1.0,0.0,,0,-0.013044,4,0.25,none
NEBRASKA,236220,"Traumatic injuries and disorders, unspecified","Other fall to lower level, unspecified","Ladders, unspecified",1.0,0.0,,0,-0.019387,2,0.5,rare_combo
TEXAS,238110,Fractures,"Caught in or compressed by equipment or objects, unspecified","Structural elements, n.e.c.",1.0,0.0,,0,-0.023631,15,0.066667,none
TEXAS,928120,Internal injuries to organs and blood vessels of the trunk,Fall through surface or existing opening 11 to 15 feet ,"Ditches, channels, trenches, excavations",1.0,0.0,,0,-0.01018,1,1.0,rare_combo
OHIO,451120,"Intracranial injuries, unspecified",Other fall to lower level less than 6 feet,Delivery truck or van,1.0,0.0,,0,-0.009339,1,1.0,rare_combo
LOUISIANA,327212,Hernias due to traumatic incidents,"Other exertions or bodily reactions, unspecified","Bodily motion or position of injured, ill worker",1.0,0.0,,0,-0.017383,1,1.0,rare_combo
CALIFORNIA,238120,Fractures,Other fall to lower level 6 to 10 feet,"Girders, beams, structural steel",1.0,0.0,,0,-0.01512,1,1.0,rare_combo
WISCONSIN,424490,Amputations,"Caught in running equipment or machinery during maintenance, cleaning ","Mixers, blenders, whippers-food and beverage",1.0,1.0,1084056.0,0,-0.0117,3,0.333333,rare_combo
TEXAS,238990,"Traumatic injuries and disorders, unspecified",Other fall to lower level 11 to 15 feet ,"Ladders, n.e.c.",1.0,0.0,,0,-0.016392,6,0.166667,none
COLORADO,712110,Fractures,"Other fall to lower level, unspecified",Step ladders,1.0,0.0,,0,-0.011011,1,1.0,rare_combo
OHIO,333923,"Traumatic injuries and disorders, unspecified","Pedestrian struck by vehicle in nonroadway area, unspecified",Manlifts,1.0,0.0,1084390.0,0,-0.01248,1,1.0,rare_combo
NEW JERSEY,311812,Amputations,Caught in running equipment or machinery during regular operation,"Food and beverage processing machinery-specialized, n.e.c.",1.0,1.0,,0,-0.013514,8,0.125,none
OHIO,336211,Amputations,Injured by slipping or swinging object held by injured worker,Drills-powered,0.0,1.0,,0,-0.018735,1,1.0,rare_combo
ILLINOIS,311999,"Heat (thermal) burns, unspecified",Contact with hot objects or substances,Water,1.0,0.0,,0,-0.012668,1,1.0,rare_combo
NEBRASKA,236220,"Traumatic injuries and disorders, unspecified","Other fall to lower level, unspecified",Extension ladders,1.0,0.0,1083996.0,0,-0.009849,2,0.5,rare_combo
TEXAS,561910,"Soreness, pain, hurt-nonspecified injury",Nonclassifiable,Nonclassifiable,1.0,0.0,1084361.0,0,-0.025132,2,0.5,rare_combo
MISSOURI,424410,Amputations,"Struck by swinging or slipping object, other than handheld, n.e.c.","Caps, lids, covers, n.e.c.",1.0,1.0,,0,-0.012466,1,1.0,rare_combo
MISSOURI,237990,"Traumatic injuries and disorders, unspecified",Pedestrian struck by forward-moving vehicle in roadway,"SUV, sports utility vehicle",1.0,0.0,,0,-0.00898,1,1.0,rare_combo
GEORGIA,517510,Fractures,"Other fall to lower level, unspecified","Ladders, unspecified",1.0,0.0,,0,-0.022095,1,1.0,rare_combo
ALABAMA,561730,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,1085540.0,0,-0.021668,1,1.0,rare_combo
ALABAMA,337110,"Soreness, pain, hurt-nonspecified injury","Caught in running equipment or machinery during maintenance, cleaning ","Metal, woodworking, and special material machinery, unspecified",1.0,0.0,1083989.0,0,-0.013372,1,1.0,rare_combo
NORTH DAKOTA,337122,"Traumatic injuries to nerves, except the spinal cord, unspecified",Struck against moving part of machinery or equipment,"Sawing machinery-stationary, n.e.c.",1.0,0.0,,0,-0.022939,1,1.0,rare_combo
MASSACHUSETTS,491110,"Effects of heat and light, unspecified",Exposure to environmental heat,Heat-environmental,1.0,0.0,,0,-0.020547,1,1.0,rare_combo
ALABAMA,331111,"Cuts, lacerations","Fall on same level while climbing stairs, steps, or curbs","Stairs, steps, unspecified",1.0,0.0,,0,-0.01791,1,1.0,rare_combo
TEXAS,722320,Amputations,Injured by slipping or swinging object held by injured worker,"Knives, unspecified or n.e.c.",0.0,1.0,,0,-0.02032,2,0.5,rare_combo
